indicator,sub_indicator,sex,phn_code,phn_name,age_band,metric_name,unit,value
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,35-44 years,Persons with moderate severity,(no.),5697
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,35-44 years,Relative root mean square error(b),(%),7.1
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,35-44 years,Proportion,(%),8.2
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,35-44 years,95% Confidence Interval of proportion,Lower (%),7
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,35-44 years,Population,(no.),69690
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,45-54 years,Persons with moderate severity,(no.),4301
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,45-54 years,Relative root mean square error(b),(%),8.1
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,45-54 years,Proportion,(%),7.7
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,45-54 years,95% Confidence Interval of proportion,Lower (%),6.5
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,45-54 years,Population,(no.),55753
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,55-64 years,Persons with moderate severity,(no.),2642
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,55-64 years,Relative root mean square error(b),(%),9.1
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,55-64 years,Proportion,(%),6
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,55-64 years,95% Confidence Interval of proportion,Lower (%),4.9
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,55-64 years,Population,(no.),44306
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,65-85 years,Persons with moderate severity,(no.),1649
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,65-85 years,Relative root mean square error(b),(%),9.9
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,65-85 years,Proportion,(%),3
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,65-85 years,95% Confidence Interval of proportion,Lower (%),2.4
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,65-85 years,Population,(no.),54678
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,Total 16-85 years,Persons with moderate severity,(no.),32998
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,Total 16-85 years,Relative root mean square error(b),(%),4.3
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,Total 16-85 years,Proportion,(%),9.4
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),8.6
Any 12-month mental disorder by severity - modelled,Moderate severity,Persons,801,Australian Capital Territory,Total 16-85 years,Population,(no.),352235
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,,In scope population(a),(%),100
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,16-24 years,Persons with severe severity,(no.),6696
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,16-24 years,Relative root mean square error(b),(%),9.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,16-24 years,Proportion,(%),7.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,16-24 years,95% Confidence Interval of proportion,Lower (%),6.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,16-24 years,Population,(no.),89075
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,25-34 years,Persons with severe severity,(no.),7201
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,25-34 years,Relative root mean square error(b),(%),11
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,25-34 years,Proportion,(%),4.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,25-34 years,95% Confidence Interval of proportion,Lower (%),3.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,25-34 years,Population,(no.),152618
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,35-44 years,Persons with severe severity,(no.),3697
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,35-44 years,Relative root mean square error(b),(%),12.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,35-44 years,Proportion,(%),3.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,35-44 years,95% Confidence Interval of proportion,Lower (%),2.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,35-44 years,Population,(no.),118371
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,45-54 years,Persons with severe severity,(no.),3159
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,45-54 years,Relative root mean square error(b),(%),11.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,45-54 years,Proportion,(%),3.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,45-54 years,95% Confidence Interval of proportion,Lower (%),2.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,45-54 years,Population,(no.),94204
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,55-64 years,Persons with severe severity,(no.),2231
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,55-64 years,Relative root mean square error(b),(%),11.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,55-64 years,Proportion,(%),2.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,55-64 years,95% Confidence Interval of proportion,Lower (%),2.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,55-64 years,Population,(no.),79599
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,65-85 years,Persons with severe severity,(no.),1001
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,65-85 years,Relative root mean square error(b),(%),13.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,65-85 years,Proportion,(%),1.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,65-85 years,95% Confidence Interval of proportion,Lower (%),0.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,65-85 years,Population,(no.),91899
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,Total 16-85 years,Persons with severe severity,(no.),23985
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,Total 16-85 years,Relative root mean square error(b),(%),6.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,Total 16-85 years,Proportion,(%),3.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),3.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,101,Central and Eastern Sydney,Total 16-85 years,Population,(no.),625765
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,,In scope population(a),(%),100
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,16-24 years,Persons with severe severity,(no.),3149
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,16-24 years,Relative root mean square error(b),(%),10.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,16-24 years,Proportion,(%),6.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,16-24 years,95% Confidence Interval of proportion,Lower (%),5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,16-24 years,Population,(no.),50688
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,25-34 years,Persons with severe severity,(no.),2233
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,25-34 years,Relative root mean square error(b),(%),11.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,25-34 years,Proportion,(%),4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,25-34 years,95% Confidence Interval of proportion,Lower (%),3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,25-34 years,Population,(no.),56319
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,35-44 years,Persons with severe severity,(no.),1588
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,35-44 years,Relative root mean square error(b),(%),14.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,35-44 years,Proportion,(%),2.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,35-44 years,95% Confidence Interval of proportion,Lower (%),1.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,35-44 years,Population,(no.),65204
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,45-54 years,Persons with severe severity,(no.),1556
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,45-54 years,Relative root mean square error(b),(%),13.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,45-54 years,Proportion,(%),2.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,45-54 years,95% Confidence Interval of proportion,Lower (%),1.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,45-54 years,Population,(no.),62586
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,55-64 years,Persons with severe severity,(no.),1104
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,55-64 years,Relative root mean square error(b),(%),12.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,55-64 years,Proportion,(%),2.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,55-64 years,95% Confidence Interval of proportion,Lower (%),1.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,55-64 years,Population,(no.),51696
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,65-85 years,Persons with severe severity,(no.),620
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,65-85 years,Relative root mean square error(b),(%),13.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,65-85 years,Proportion,(%),1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,65-85 years,95% Confidence Interval of proportion,Lower (%),0.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,65-85 years,Population,(no.),63142
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,Total 16-85 years,Persons with severe severity,(no.),10250
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,Total 16-85 years,Relative root mean square error(b),(%),7.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,Total 16-85 years,Proportion,(%),2.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),2.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,102,Northern Sydney,Total 16-85 years,Population,(no.),349635
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,,In scope population(a),(%),100
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,16-24 years,Persons with severe severity,(no.),5142
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,16-24 years,Relative root mean square error(b),(%),9.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,16-24 years,Proportion,(%),7.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,16-24 years,95% Confidence Interval of proportion,Lower (%),6.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,16-24 years,Population,(no.),65083
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,25-34 years,Persons with severe severity,(no.),4549
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,25-34 years,Relative root mean square error(b),(%),10.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,25-34 years,Proportion,(%),5.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,25-34 years,95% Confidence Interval of proportion,Lower (%),4.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,25-34 years,Population,(no.),86869
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,35-44 years,Persons with severe severity,(no.),2672
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,35-44 years,Relative root mean square error(b),(%),12.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,35-44 years,Proportion,(%),2.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,35-44 years,95% Confidence Interval of proportion,Lower (%),2.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,35-44 years,Population,(no.),91521
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,45-54 years,Persons with severe severity,(no.),2232
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,45-54 years,Relative root mean square error(b),(%),11.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,45-54 years,Proportion,(%),3.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,45-54 years,95% Confidence Interval of proportion,Lower (%),2.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,45-54 years,Population,(no.),64458
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,55-64 years,Persons with severe severity,(no.),1511
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,55-64 years,Relative root mean square error(b),(%),11.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,55-64 years,Proportion,(%),3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,55-64 years,95% Confidence Interval of proportion,Lower (%),2.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,55-64 years,Population,(no.),50875
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,65-85 years,Persons with severe severity,(no.),601
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,65-85 years,Relative root mean square error(b),(%),13.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,65-85 years,Proportion,(%),1.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,65-85 years,95% Confidence Interval of proportion,Lower (%),0.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,65-85 years,Population,(no.),55044
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,Total 16-85 years,Persons with severe severity,(no.),16705
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,Total 16-85 years,Relative root mean square error(b),(%),6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,Total 16-85 years,Proportion,(%),4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),3.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,103,Western Sydney,Total 16-85 years,Population,(no.),413849
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,,In scope population(a),(%),100
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,16-24 years,Persons with severe severity,(no.),1802
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,16-24 years,Relative root mean square error(b),(%),9.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,16-24 years,Proportion,(%),8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,16-24 years,95% Confidence Interval of proportion,Lower (%),6.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,16-24 years,Population,(no.),22522
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,25-34 years,Persons with severe severity,(no.),1429
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,25-34 years,Relative root mean square error(b),(%),11.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,25-34 years,Proportion,(%),5.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,25-34 years,95% Confidence Interval of proportion,Lower (%),4.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,25-34 years,Population,(no.),25210
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,35-44 years,Persons with severe severity,(no.),1045
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,35-44 years,Relative root mean square error(b),(%),13.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,35-44 years,Proportion,(%),4.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,35-44 years,95% Confidence Interval of proportion,Lower (%),3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,35-44 years,Population,(no.),25337
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,45-54 years,Persons with severe severity,(no.),1104
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,45-54 years,Relative root mean square error(b),(%),11.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,45-54 years,Proportion,(%),4.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,45-54 years,95% Confidence Interval of proportion,Lower (%),3.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,45-54 years,Population,(no.),24149
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,55-64 years,Persons with severe severity,(no.),764
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,55-64 years,Relative root mean square error(b),(%),12.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,55-64 years,Proportion,(%),3.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,55-64 years,95% Confidence Interval of proportion,Lower (%),2.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,55-64 years,Population,(no.),22038
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,65-85 years,Persons with severe severity,(no.),328
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,65-85 years,Relative root mean square error(b),(%),13.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,65-85 years,Proportion,(%),1.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,65-85 years,95% Confidence Interval of proportion,Lower (%),0.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,65-85 years,Population,(no.),26683
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,Total 16-85 years,Persons with severe severity,(no.),6472
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,Total 16-85 years,Relative root mean square error(b),(%),6.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,Total 16-85 years,Proportion,(%),4.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),3.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,104,Nepean Blue Mountains,Total 16-85 years,Population,(no.),145938
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,,In scope population(a),(%),100
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,16-24 years,Persons with severe severity,(no.),5023
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,16-24 years,Relative root mean square error(b),(%),9.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,16-24 years,Proportion,(%),7.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,16-24 years,95% Confidence Interval of proportion,Lower (%),6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,16-24 years,Population,(no.),67158
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,25-34 years,Persons with severe severity,(no.),3656
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,25-34 years,Relative root mean square error(b),(%),10.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,25-34 years,Proportion,(%),5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,25-34 years,95% Confidence Interval of proportion,Lower (%),3.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,25-34 years,Population,(no.),73502
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,35-44 years,Persons with severe severity,(no.),2587
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,35-44 years,Relative root mean square error(b),(%),12.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,35-44 years,Proportion,(%),3.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,35-44 years,95% Confidence Interval of proportion,Lower (%),2.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,35-44 years,Population,(no.),72800
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,45-54 years,Persons with severe severity,(no.),2577
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,45-54 years,Relative root mean square error(b),(%),11.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,45-54 years,Proportion,(%),4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,45-54 years,95% Confidence Interval of proportion,Lower (%),3.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,45-54 years,Population,(no.),64640
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,55-64 years,Persons with severe severity,(no.),1939
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,55-64 years,Relative root mean square error(b),(%),11.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,55-64 years,Proportion,(%),3.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,55-64 years,95% Confidence Interval of proportion,Lower (%),2.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,55-64 years,Population,(no.),59158
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,65-85 years,Persons with severe severity,(no.),733
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,65-85 years,Relative root mean square error(b),(%),13.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,65-85 years,Proportion,(%),1.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,65-85 years,95% Confidence Interval of proportion,Lower (%),0.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,65-85 years,Population,(no.),64239
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,Total 16-85 years,Persons with severe severity,(no.),16515
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,Total 16-85 years,Relative root mean square error(b),(%),6.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,Total 16-85 years,Proportion,(%),4.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),3.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,105,South Western Sydney,Total 16-85 years,Population,(no.),401496
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,,In scope population(a),(%),100
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,16-24 years,Persons with severe severity,(no.),2731
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,16-24 years,Relative root mean square error(b),(%),9.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,16-24 years,Proportion,(%),8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,16-24 years,95% Confidence Interval of proportion,Lower (%),6.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,16-24 years,Population,(no.),34096
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,25-34 years,Persons with severe severity,(no.),2048
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,25-34 years,Relative root mean square error(b),(%),10.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,25-34 years,Proportion,(%),5.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,25-34 years,95% Confidence Interval of proportion,Lower (%),4.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,25-34 years,Population,(no.),38075
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,35-44 years,Persons with severe severity,(no.),1431
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,35-44 years,Relative root mean square error(b),(%),12.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,35-44 years,Proportion,(%),3.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,35-44 years,95% Confidence Interval of proportion,Lower (%),2.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,35-44 years,Population,(no.),37154
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,45-54 years,Persons with severe severity,(no.),1628
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,45-54 years,Relative root mean square error(b),(%),10.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,45-54 years,Proportion,(%),4.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,45-54 years,95% Confidence Interval of proportion,Lower (%),3.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,45-54 years,Population,(no.),39267
